"ID","DonorA_Stool2","DonorA_Stool4","DonorA_Stool5","DonorA_Stool6","DonorA_Stool7","DonorA_Stool8","DonorA_Stool9","DonorA_Stool10","DonorA_Stool12","DonorA_Stool13","DonorA_Stool14","DonorA_Stool15","DonorA_Stool16","DonorA_Stool17","DonorA_Stool18","DonorA_Stool19","DonorA_Stool20","DonorA_Stool21","DonorA_Stool22","DonorA_Stool23","DonorA_Stool24","DonorA_Stool25","DonorA_Stool26","DonorA_Stool27","DonorA_Stool28","DonorA_Stool29","DonorA_Stool30","DonorA_Stool32","DonorA_Stool33","DonorA_Stool34","DonorA_Stool36","DonorA_Stool37","DonorA_Stool38","DonorA_Stool39","DonorA_Stool40","DonorA_Stool41","DonorA_Stool42","DonorA_Stool43","DonorA_Stool44","DonorA_Stool45","DonorA_Stool46","DonorA_Stool47","DonorA_Stool49","DonorA_Stool50","DonorA_Stool51","DonorA_Stool52","DonorA_Stool53","DonorA_Stool54","DonorA_Stool55","DonorA_Stool56","DonorA_Stool57","DonorA_Stool58","DonorA_Stool59","DonorA_Stool60","DonorA_Stool61","DonorA_Stool64","DonorA_Stool65","DonorA_Stool66","DonorA_Stool67","DonorA_Stool68","DonorA_Stool70"
"OTU_2864",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_515",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,2,0,0,1,2,1,0,0,0
"OTU_291",8,2,6,6,7,5,8,4,1,3,4,6,6,4,3,1,1,3,0,5,4,5,3,4,0,4,9,5,8,1,4,3,8,4,7,5,7,7,4,1,7,0,8,6,2,2,2,2,1,0,0,0,2,2,2,8,3,1,0,4,1
"OTU_729",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,2,2,1,0
"OTU_1399",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1750",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2198",0,1,0,1,1,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,1,2,0,0,0,1,0,0,1,0,0,1,1,1
"OTU_1186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"OTU_587",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0,0,0,0,1,0,1
"OTU_24",0,0,1,0,2,2,5,2,0,0,1,10,1,2,1,0,0,0,0,1,2,0,0,2,1,2,0,2,0,4,5,1,0,0,1,9,8,1,3,0,1,0,1,0,3,1,0,0,6,7,5,1,1,2,4,4,6,1,1,0,2
"OTU_2396",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"OTU_2326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
"OTU_1407",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_1816",0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,2,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_827",5,4,7,9,6,4,2,5,8,5,6,2,8,6,3,2,10,8,8,2,3,6,0,5,6,4,4,5,1,7,5,7,4,9,5,6,4,3,0,2,4,0,2,4,8,3,1,6,3,0,2,8,4,4,8,4,3,1,5,11,7
"OTU_1409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"OTU_1496",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_1661",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
"OTU_1265",6,2,3,0,0,1,1,2,0,1,2,3,2,0,2,3,0,2,2,0,7,6,3,1,4,1,0,3,1,0,3,3,5,0,2,3,2,3,4,5,5,7,0,1,3,5,2,3,3,3,7,3,2,3,2,5,3,5,2,4,1
"OTU_2",1859,2186,2005,1039,2386,1702,1916,1980,1617,1932,1629,2091,1460,1614,1627,1280,2087,1646,1512,2041,1558,1964,3106,1847,2700,1024,1039,1986,2120,1993,1440,1406,1837,1037,1402,1631,1079,1886,2092,1943,1978,1834,1974,1929,2206,2266,1992,1977,1440,1356,2310,1507,1399,1797,1756,1905,1523,1265,1823,1497,1786
"OTU_3360",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_501",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,2,0,1,2,0,0
"OTU_323",8,8,9,15,17,9,9,3,1,3,14,6,9,1,2,0,1,12,15,5,2,7,0,6,2,2,14,5,1,2,4,10,18,9,0,1,9,12,7,7,2,1,9,3,6,10,5,1,5,7,2,1,2,2,1,8,1,2,5,2,3
"OTU_2283",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_65",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,1,0,0,0
"OTU_493",0,0,3,4,3,2,0,1,3,2,0,1,7,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,8,1
"OTU_277",0,1,1,1,0,1,0,3,1,2,2,2,2,2,3,0,0,1,0,0,2,5,0,0,1,0,0,2,2,8,0,1,1,1,0,1,0,2,0,1,1,0,0,4,1,0,0,2,4,2,0,2,0,0,0,1,1,6,3,0,1
"OTU_513",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0
"OTU_177",4,2,5,9,0,0,0,1,17,6,13,8,5,3,0,2,2,4,0,3,7,13,1,4,0,6,0,3,4,4,4,4,2,4,4,0,1,3,0,0,0,0,2,1,1,1,0,2,3,1,0,12,2,6,7,4,7,4,10,6,3
"OTU_3208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"OTU_188",4,12,12,2,4,16,12,7,6,6,1,5,4,5,6,14,15,1,7,4,2,4,11,4,5,6,10,1,8,6,6,6,13,2,7,30,14,8,11,7,9,14,9,16,5,9,5,3,9,8,10,15,18,6,8,2,14,18,8,2,6
"OTU_926",0,2,0,1,1,1,0,0,1,0,1,1,3,0,1,1,0,0,0,1,2,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,2,0,2,0,2,0,0
"OTU_62",48,60,31,28,67,55,62,35,40,46,50,42,35,57,52,52,60,121,56,62,56,36,62,23,76,34,47,57,73,53,62,65,65,50,33,21,18,42,77,61,53,58,65,42,55,52,86,35,31,36,56,25,37,26,48,71,52,46,48,40,42
"OTU_798",1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1316",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
"OTU_363",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1
"OTU_341",3,2,2,0,0,1,2,2,1,2,0,2,0,3,0,1,2,2,3,5,2,3,4,1,6,7,1,1,0,2,1,1,1,2,1,3,5,1,1,5,2,2,6,0,1,1,5,1,9,6,6,5,2,0,2,2,2,7,8,2,3
"OTU_610",6,9,5,1,5,3,4,8,3,9,2,6,9,4,5,3,5,2,2,1,7,4,0,3,4,5,1,1,2,2,3,5,2,2,10,1,5,9,0,5,0,1,3,6,4,5,0,10,4,1,4,5,2,4,8,6,2,3,3,5,8
"OTU_1030",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"OTU_577",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,2,3,1,0,0,0,0,0,4,0,1,2
"OTU_545",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0
"OTU_39",119,103,162,38,81,97,106,55,42,50,41,11,15,24,34,39,31,32,36,59,49,148,189,92,78,30,66,34,133,94,39,57,99,89,67,51,107,80,62,23,30,75,53,68,91,100,83,44,92,105,168,76,108,127,42,24,51,135,39,36,44
"OTU_932",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"OTU_615",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_18",228,155,140,24,176,163,222,68,56,172,69,95,55,112,58,206,97,148,205,170,267,141,481,177,313,194,245,200,213,183,238,147,267,183,68,83,144,74,323,187,347,466,125,240,223,294,279,154,277,573,392,250,467,325,88,194,217,443,260,96,111
"OTU_3623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_247",3,0,4,2,7,2,0,1,1,6,3,2,1,4,1,2,2,0,7,4,2,0,3,2,7,4,2,0,1,1,8,0,7,4,6,2,2,1,0,2,1,0,4,1,3,1,0,0,1,3,0,0,1,0,2,0,0,0,1,4,0
"OTU_163",43,98,37,21,236,167,84,13,18,76,60,104,33,6,11,30,56,17,37,8,14,7,179,76,1,10,12,2,15,4,2,1,35,54,40,36,109,8,5,3,0,0,0,1,0,0,0,0,4,10,7,1,0,1,1,0,0,1,0,2,42
"OTU_2748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_1639",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_730",0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,2,1,0,2,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,1,1
"OTU_256",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,6,16,3,0,4,1,3,0,0,7,0,6,1,1,2,0,0,1,1,0,0,11,0
"OTU_1552",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_2158",0,1,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_491",9,9,3,17,5,18,3,6,5,11,6,7,13,3,9,0,5,7,6,6,19,11,0,10,7,2,5,5,7,5,3,29,5,5,10,0,4,10,0,1,1,0,4,16,12,2,1,6,2,7,4,6,5,4,10,11,7,8,14,10,12
"OTU_2302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2997",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"OTU_2843",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,1,0,0,2,0,1,0,1,0,0,1,0,0,0,1
"OTU_608",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"OTU_858",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_571",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,3,1,0,4,1,1,0,1,0,3,0,2,1
"OTU_1472",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"OTU_421",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_264",4,3,0,0,9,2,6,0,1,6,3,4,2,7,3,0,2,2,3,3,7,9,9,8,17,4,3,8,3,1,1,5,14,0,4,1,2,4,4,3,2,1,1,7,3,9,4,4,13,15,10,3,7,3,1,18,3,23,1,3,0
"OTU_380",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,1,1,1,0,1,2,0,0,0,1,1,1,1
"OTU_72",17,16,19,5,23,14,20,11,7,23,22,16,22,23,9,15,18,11,11,20,34,23,47,76,150,38,28,26,53,57,45,18,17,23,13,23,33,29,30,24,27,38,17,33,23,14,48,21,73,52,50,28,40,36,29,29,45,72,22,27,31
"OTU_318",3,3,3,1,1,0,1,0,1,3,3,0,1,4,2,3,2,5,2,1,1,0,1,10,9,4,2,4,7,3,8,0,4,5,0,0,1,3,4,3,6,5,4,2,1,7,5,5,4,3,11,6,2,4,3,4,6,12,5,0,0
"OTU_594",0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,4,1
"OTU_90",3,6,2,1,4,1,1,1,1,2,7,6,6,19,2,1,3,23,1,8,9,16,9,12,33,169,2,12,2,10,5,2,6,5,3,0,2,9,7,12,8,2,1,2,0,5,3,6,17,18,6,6,4,10,5,8,7,20,13,6,6
"OTU_1171",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"OTU_843",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_930",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_811",0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"OTU_419",5,1,4,0,6,1,2,0,2,3,0,0,0,3,0,3,0,3,1,0,0,1,0,3,2,2,1,4,1,3,0,0,0,0,1,5,2,3,3,5,3,0,4,6,4,5,2,2,2,0,2,1,2,1,0,1,0,2,0,1,0
"OTU_578",0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,2,2,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"OTU_1690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"OTU_3353",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_68",74,67,99,44,39,58,74,60,56,62,53,34,62,70,109,90,121,69,66,78,77,63,128,79,100,33,71,73,86,57,85,32,25,27,32,120,106,94,35,67,68,41,85,40,60,62,62,78,53,36,80,41,65,70,123,43,55,71,34,64,19
"OTU_295",3,6,4,1,6,7,12,6,2,1,1,5,0,2,5,5,3,2,8,3,6,2,6,4,4,1,3,0,4,2,5,6,5,6,5,6,4,4,2,3,7,4,2,4,3,2,2,4,4,2,2,3,4,8,2,0,6,4,1,0,4
"OTU_2502",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"OTU_791",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_15",475,355,563,401,310,389,585,436,377,504,294,256,364,490,808,529,481,285,424,441,400,521,669,644,622,220,497,487,478,361,437,267,148,181,231,603,738,556,305,370,487,305,480,351,454,473,389,384,446,453,642,385,498,619,675,265,532,845,254,426,146
"OTU_224",11,14,23,7,12,16,23,16,17,15,12,17,18,18,20,11,18,17,16,17,12,13,50,28,44,17,18,18,21,22,4,18,22,11,15,17,12,22,18,18,14,14,27,25,29,15,33,16,28,17,20,24,30,16,12,23,27,21,7,10,22
"OTU_1540",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3059",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_1588",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2020",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_536",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,0,0,0,0,1,0,6
"OTU_1948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_467",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"OTU_859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,2,0,0,0,2,1,1,0,0
"OTU_326",0,0,1,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_640",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,2,1,0,0,0,2,0,0,0
"OTU_1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"OTU_466",0,1,1,2,2,1,2,3,0,1,1,0,2,0,0,1,0,2,4,0,0,0,0,0,1,0,3,4,1,1,4,1,1,7,2,0,2,0,3,4,11,6,2,1,0,0,7,2,1,4,6,0,2,1,0,13,5,3,3,3,1
"OTU_861",0,2,0,0,0,1,0,0,1,1,1,0,1,0,1,3,2,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
