"ID","nahant_5um_d1_544","nahant_5um_d2_547","nahant_5um_d3_550","nahant_5um_d4_553","nahant_5um_d5_556","nahant_5um_d6_559","nahant_5um_d7_562","nahant_5um_d8_565","nahant_5um_d9_568","nahant_5um_d10_571","nahant_5um_d11_574","nahant_5um_d12_576","nahant_5um_d13_579","nahant_5um_d14_582","nahant_5um_d15_585","nahant_5um_d16_588","nahant_5um_d17_591","nahant_5um_d18_594","nahant_5um_d19_597","nahant_5um_d20_600","nahant_5um_d21_603","nahant_5um_d22_606","nahant_5um_d23_609","nahant_5um_d24_612","nahant_5um_d25_615","nahant_5um_d26_618","nahant_5um_d27_621","nahant_5um_d29_624","nahant_5um_d30_627","nahant_5um_d31_630","nahant_5um_d32_633","nahant_5um_d33_636","nahant_5um_d34_639","nahant_5um_d35_642","nahant_5um_d36_645","nahant_5um_d38_648","nahant_5um_d39_651","nahant_5um_d40_654","nahant_5um_d41_657","nahant_5um_d42_660","nahant_5um_d43_663","nahant_5um_d44_666","nahant_5um_d45_670","nahant_5um_d46_672","nahant_5um_d47_675","nahant_5um_d48_678","nahant_5um_d49_681","nahant_5um_d51_684","nahant_5um_d52_687","nahant_5um_d53_690","nahant_5um_d54_693","nahant_5um_d55_696","nahant_5um_d56_699","nahant_5um_d57_702","nahant_5um_d58_705","nahant_5um_d59_708","nahant_5um_d60_711","nahant_5um_d61_714","nahant_5um_d62_718","nahant_5um_d63_720","nahant_5um_d64_723","nahant_5um_d65_726","nahant_5um_d66_729","nahant_5um_d67_733","nahant_5um_d68_735","nahant_5um_d69_738","nahant_5um_d70_741","nahant_5um_d71_744","nahant_5um_d72_747","nahant_5um_d73_750","nahant_5um_d74_753","nahant_5um_d75_756","nahant_5um_d76_759","nahant_5um_d77_762","nahant_5um_d78_765","nahant_5um_d79_768","nahant_5um_d80_771","nahant_5um_d81_774","nahant_5um_d82_777","nahant_5um_d83_780","nahant_5um_d84_783","nahant_5um_d85_786","nahant_5um_d86_789","nahant_5um_d87_792","nahant_5um_d88_795","nahant_5um_d90_798","nahant_5um_d91_801","nahant_5um_d92_804"
"OTU_440",13,21,13,0,3,1,4,0,1,0,0,0,0,0,1,0,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1044",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,8,5,6,1,3,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,5,2,7,8,2,0,1,3,1,1,1,0,0,0
"OTU_705",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,5,10,3,0,4,11,7,4,8,5,2,2,2,5,4,4,0,0,0,0,0,2,0,3,2,5,0,2,0,3,5,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0
"OTU_499",0,0,0,1,1,3,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,7,14,8,2,7,12,1,1,23,0,1,0,3,0,0,1,1,4,0,1,5,12,0,1,1,0,0,0,0,0,2,7,4,4,0,0,0,1,2,1,1,0
"OTU_62",6,2,1,5,2,4,1,0,0,1,7,1,0,0,7,3,0,9,5,0,0,0,3,1,2,3,0,0,0,4,1,3,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,4,0,3,1,0,5,2,0,1,0,0,2,5,5,0,0,1,1,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"OTU_563",1,0,0,1,0,0,0,0,3,0,2,0,0,0,0,7,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,4,4,9,5,1,3,3,5,8,0,1,1,1,2,0,1,1,0,0,0,0,6,0,2,3,0,1,3,1,0,2,0,5,2,0,0,1,0,0,0,0,3,18,4,0,2,8,4,10,0,0,6,11,1,0,0,1
"OTU_1611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,13,3,12,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,5,5,5,0,1,1,0,0,0,0,0
"OTU_1029",0,0,1,0,0,0,0,0,4,0,4,2,0,3,0,2,1,3,1,0,1,0,2,5,1,0,1,4,1,3,6,2,1,3,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,2,1,1,1,0,3,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,3,0,0,2,2,1,0,1,7,4,0,1,0,0,0
"OTU_1046",1,0,0,4,7,5,4,5,1,0,1,3,21,4,0,5,8,10,6,1,1,0,1,3,3,2,3,0,0,3,3,2,0,1,1,1,0,2,0,1,0,1,0,0,2,1,0,1,0,1,0,2,0,0,0,1,1,1,1,0,0,1,0,0,0,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0
"OTU_134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,4,24,48,24,5,35,39,59,4,16,5,5,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_767",0,0,1,0,0,0,0,1,0,2,1,30,1,2,5,4,3,3,0,0,0,0,1,1,9,7,0,0,0,1,0,1,18,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"OTU_1954",0,1,0,2,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,3,0,0,1,1,0,0,2,1,0,1,1,7,0,3,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0
"OTU_142",6,2,2,5,1,13,1,3,23,5,3,1,12,22,1,2,2,15,3,6,32,5,6,13,1,32,13,30,12,4,2,1,56,9,4,3,7,1,2,11,2,0,0,10,2,0,1,5,0,0,2,15,33,9,2,4,6,20,12,1,17,15,13,30,48,5,30,36,1,4,14,28,13,61,51,53,3,7,4,9,7,18,7,1,1,2,17,18
"OTU_78",0,0,1,2,0,2,0,0,0,1,23,65,31,11,81,18,12,8,0,0,0,0,0,0,13,37,1,3,8,7,2,5,14,40,20,0,1,1,1,3,0,0,0,1,0,0,0,0,0,12,4,28,48,14,1,17,8,72,7,30,22,48,0,0,0,0,2,0,0,0,0,10,16,22,15,97,35,20,4,36,3,22,6,9,1,3,7,4
"OTU_714",4,4,5,10,4,1,8,4,6,4,2,7,0,0,2,4,0,0,4,0,5,5,6,2,4,2,1,0,1,4,2,1,4,0,0,3,0,1,2,1,2,2,0,0,0,0,1,0,0,0,3,0,0,5,0,3,1,1,0,0,0,0,3,2,5,0,0,2,1,0,5,0,1,1,0,0,1,2,0,2,3,0,0,0,0,2,0,0
"OTU_1432",1,2,1,0,0,0,2,0,1,1,0,3,1,0,1,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,1,0,2,1,2,1,0,0,0,1,0,2,0,1,0,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2,2,0,0
"OTU_559",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,1,0,4,1,1,0,0,0,1,7,1,1,0,6,10,23,8,4,7,7,3,0,1,7,0,0,1,6,2,0,0,3,6,0,7,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,5,0,2,11,4,5,0,0,3,3,4,0,0,1
"OTU_1286",12,5,5,10,2,10,1,4,3,4,3,1,0,0,1,2,0,2,3,7,10,3,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_37",0,14,4,5,66,5,0,0,0,0,0,0,0,1,1,0,1,11,1,2,0,0,1,2,1,0,6,2,55,3,8,125,46,55,24,7,7,2,4,0,6,0,1,0,0,2,1,0,0,0,2,2,0,4,0,1,2,1,1,6,0,0,0,0,0,1,0,0,0,0,0,6,17,14,6,2,4,8,2,2,0,2,1,0,0,12,0,1
"OTU_568",3,1,4,3,1,3,3,0,0,1,0,0,0,0,0,2,0,1,1,0,1,5,1,0,2,2,0,1,1,2,1,1,1,0,1,11,5,5,7,1,0,6,1,16,15,0,3,5,6,1,1,0,4,2,3,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,3,4,2,0,2,2,2,3,0,0
"OTU_1527",0,0,0,1,0,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,6,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,3,3,3,1,1,1,1,2,2,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0
"OTU_965",1,0,2,1,0,0,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,6,3,1,0,1,0,0,0,1,2,2,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,4,1,3,1,0,2,3,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,1,1
"OTU_1698",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,1,0,0,0,0,0,5,7,12,2,0,0,0,0,3,1,0,5,2,3,0,2,10,13,4,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_774",2,0,0,7,0,2,9,7,5,10,5,3,3,1,6,1,0,1,2,3,5,9,6,1,5,3,0,1,0,1,2,1,4,3,0,2,0,0,1,2,5,1,1,0,1,2,0,0,0,4,4,8,1,2,1,1,4,1,11,0,1,0,3,5,3,0,2,0,0,0,4,0,1,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1
"OTU_5135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_265",0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,6,12,11,24,10,6,7,0,4,3,0,2,0,1,0,0,0,0,0,0,1,3,2,1,1,3,1,2,0,0,0,0,0,0,0,0,1,2,0,1,2,3,11,19,5,15,13,12,2,6,4,6,2,1,11,0,0
"OTU_464",1,7,2,16,0,13,4,8,3,2,14,7,3,2,3,10,3,7,8,3,6,3,11,14,12,12,0,2,2,7,0,0,3,1,0,4,1,4,0,0,1,0,1,0,2,0,0,1,1,2,1,0,1,0,1,1,1,3,1,0,0,0,0,2,0,1,2,1,1,0,1,0,2,0,1,1,1,0,4,0,0,0,1,0,2,1,1,0
"OTU_404",18,10,12,21,9,17,9,29,48,30,11,6,2,2,2,9,3,6,11,1,4,10,10,5,4,6,1,1,1,2,3,4,6,0,0,9,2,5,5,1,0,3,2,0,0,0,0,1,4,1,1,1,0,1,0,2,0,0,4,0,0,2,1,0,0,3,0,2,3,3,0,0,0,1,2,0,1,0,2,1,0,0,1,0,1,0,1,0
"OTU_458",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,4,0,6,4,1,1,11,7,3,6,4,7,0,8,3,4,6,1,0,0,0,0,2,2,0,0,0,0,0,0,32,4,2,0,1,0,0,0,1,6,0,1,3,1,0,0,2,0,0
"OTU_1010",0,9,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,3,1,2,2,0,0,0,0,0,1,3,0,1,1,0,1,1,0,0,0,0,3,1,0,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0
"OTU_304",0,0,0,3,0,2,0,0,1,2,1,1,0,0,0,0,0,3,0,0,1,0,0,2,1,1,1,0,0,0,1,0,7,0,0,3,4,3,0,0,0,1,1,0,1,1,1,13,9,4,1,3,0,2,5,1,5,2,4,0,0,2,4,4,5,7,12,4,1,3,1,0,0,0,2,0,1,1,3,1,3,1,3,1,3,1,1,0
"OTU_1381",0,1,0,0,2,0,2,3,2,5,5,0,1,0,0,2,0,0,0,1,0,5,5,2,1,0,0,0,0,3,4,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1
"OTU_872",0,3,1,0,0,5,0,2,1,0,2,0,0,0,0,2,0,3,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,1,2,0,2,2,0,0,0,1,0,0,0,1,0,3,1,1,0,0,1,0,0,1,2,0,0,0,5,2,3,5,4,8,5,3,1,1,2,0,2,0,0,1,4,0,1,0,0,0,2,0,2,0
"OTU_204",6,3,4,19,3,19,9,23,8,18,5,3,4,1,5,4,1,0,9,1,5,16,18,3,3,1,2,0,3,5,3,2,0,4,1,6,10,7,10,6,5,12,1,5,1,4,2,6,12,15,16,3,2,12,14,7,3,9,13,2,0,14,27,8,40,10,21,24,18,6,13,4,9,5,3,0,1,1,5,4,19,4,3,3,5,1,0,2
"OTU_305",13,2,1,4,3,2,7,2,2,3,0,3,0,1,2,2,0,0,9,0,8,2,1,6,3,1,1,2,2,9,4,5,0,2,0,4,3,6,2,5,6,3,2,1,1,2,4,4,3,0,4,0,0,3,2,2,3,2,6,2,0,7,9,12,7,6,1,5,8,3,4,1,1,2,3,0,0,2,0,2,3,2,6,0,1,2,3,0
"OTU_1337",1,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,4,1,0,0,0,2,0,0,0,3,0,0,0,3,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,0,1,0,22,0,2,0,1,0,0,0,0,2,0,1,0,0,0,1,5,1,0,4,3,1,1,0,0,3,0,0,0,2,1,2,2
"OTU_592",0,0,0,0,0,0,0,0,0,0,2,2,7,18,12,6,9,4,0,0,0,0,0,0,7,2,0,1,2,4,1,2,6,15,24,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,0,0,4,15,1,0,2,0,2,4
"OTU_582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,3,0,19,8,9,0,6,0,2,2,1,0,0,0,0
"OTU_1361",0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,2,0,1,0,0,0,5,0,0,1,6,1,4,2,2,2,0,1,0,0,0,0,0,0,1,2,5,0,1,0,0,0
"OTU_1084",1,1,1,1,0,1,1,0,0,0,1,1,0,0,2,0,0,5,3,0,2,0,1,2,1,0,2,0,1,2,2,2,2,3,1,5,3,2,5,3,0,4,1,0,3,0,0,1,2,1,0,1,1,1,3,2,1,4,4,0,0,1,1,4,2,1,6,1,3,4,5,4,5,4,1,0,1,3,4,2,6,4,4,0,2,1,0,3
"OTU_875",1,6,5,10,4,2,0,5,0,2,1,2,0,0,8,5,0,4,3,1,1,2,3,0,1,1,0,0,0,3,0,3,0,0,1,1,3,2,2,0,1,1,0,1,1,0,1,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,2,0,0,0,0,0,1,2,2,2,0,0,0,0,1,2,0
"OTU_1118",0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,1,0,8,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,7,0,0,0,2,1,1,1,0,0,0,1,0,0,2,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0
"OTU_119",13,9,12,17,12,10,20,22,12,24,5,12,5,8,2,6,3,4,13,7,15,26,14,9,8,10,10,5,2,9,14,8,7,4,0,6,1,2,11,5,4,11,2,6,2,3,1,5,10,9,4,4,8,19,4,3,6,13,6,7,3,26,11,8,25,11,14,17,17,15,34,11,19,9,6,3,9,0,6,20,37,4,13,3,3,12,6,3
"OTU_217",3,2,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,2,0,1,0,1,1,1,1,2,2,1,2,4,5,3,0,2,1,10,9,5,3,4,5,3,2,2,4,2,3,0,2,4,3,1,1,1,0,2,2,1,2,2,3,2,4,3,2,3,6,0,2,0,2,4,6,4,2,7,2,2,1,12,1,0
"OTU_795",2,4,5,2,2,4,2,2,3,0,0,0,0,0,0,1,2,1,0,3,8,3,0,1,0,1,2,2,2,1,2,1,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,2,3,0,1,2,0,1,3,1,0,1,1,0,1,1,0,0,0,2,2,3,3,1,3
"OTU_1262",3,3,9,4,4,7,4,6,4,4,3,0,0,0,1,2,0,4,6,7,2,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_213",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,1,3,7,2,0,0,0,1,0,0,1,8,23,15,2,32,33,73,4,12,3,3,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,40,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_183",1,0,1,1,1,0,0,0,0,1,2,2,12,5,35,4,9,11,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"OTU_712",2,0,2,2,0,1,3,0,0,2,0,3,1,0,0,1,0,2,1,1,2,4,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,4,17,5,1,1,5,4,3,2,4,6,2,0,1,0,0,0,0,2,0,0,0,1,1,1,3,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0
"OTU_425",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,1,6,4,44,60,5,0,1,2,1,5,1,1,4,3,0,0,2,1,1,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,12,5,8,3,0,0,0,1,3,1,0,0,0,2
"OTU_107",0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,6,3,99,103,3,1,4,9,15,6,14,13,7,10,17,2,10,9,2,11,0,4,36,42,40,54,106,173,23,22,43,11,18,11,50,9,0,36,21
"OTU_503",2,0,1,1,0,1,1,4,2,6,15,4,4,1,3,7,0,4,1,0,2,1,5,2,3,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,5,1,2,1,7,2,0,2,1,0,2,1,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,2,3,0,2
"OTU_57",0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,5,7,6,9,5,4,4,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,5,5,0,5,7,1,0,1,0,0,1,6,1,0,0,0,0
"OTU_1405",1,1,0,2,3,4,0,0,0,0,4,0,0,1,1,1,0,2,2,0,2,1,1,1,0,0,0,0,0,2,0,0,1,0,0,1,2,0,3,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,1,0,1,3,6,1,0,0
"OTU_777",0,3,1,4,17,3,5,4,10,0,1,1,0,2,4,2,0,7,0,0,1,0,0,0,0,0,0,0,2,0,1,7,1,4,4,1,2,2,0,3,17,4,2,3,0,0,4,0,0,0,1,0,2,1,0,3,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"OTU_1850",0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,3,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,2,7,5,1,2,1
"OTU_394",11,6,1,8,4,11,19,10,4,19,3,4,0,2,1,4,2,0,9,3,8,11,11,3,2,2,0,2,0,5,5,3,2,2,0,0,1,1,1,2,0,2,0,1,1,1,2,0,9,10,4,2,4,14,3,2,3,4,4,1,4,10,6,2,8,4,6,11,11,5,6,4,2,7,2,0,2,0,1,6,4,5,5,6,1,3,1,0
"OTU_10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,1,0,0,0,0,0,0,0,1,5,3,1,0,0,1,1,112,158,71,178,510,282,51,222,742,484,117,209,73,37,22,20,28,31,14,17,7,8,0,0,4,4,0,2,8,2,3,2,88,29,19,10,4,5,0,0,1,0,1,7,1,3,2,1,2,0,0
"OTU_1200",3,1,0,1,1,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,4,0,2,0,0,0,2,1,0,0,0,1,0,0,0,2,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0,2,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,3,2,2,1,0,1,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0
"OTU_1465",1,2,4,10,4,1,1,0,2,0,3,4,9,7,4,1,13,2,1,4,8,0,1,3,2,2,3,2,4,1,0,0,0,0,3,1,0,0,1,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,23,3,41,99,47,17,10,13,4,4,0,3,0,8,3,4,1,1,0,6
"OTU_1392",0,0,0,4,0,5,3,2,0,3,2,1,0,0,0,0,0,0,1,0,2,1,3,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,1,0,0,0,1,0,1,2,1,5,2,1,2,0,0,0,1,0,2,0,1,2,0,0,1,0,4,2,0,0
"OTU_1137",0,0,0,1,0,2,3,0,3,2,0,1,1,0,0,4,1,2,2,0,1,3,6,2,0,0,1,0,1,0,4,1,3,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,4,1,2,2,1,2,2,5,0,2,1,0,1,0,0,0,0,5,2,2,0,0,2,0,0,1
"OTU_340",1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,1,0,0,0,4,2,0,0,0,0,0,1,2,0,0,1,3,0,0,2,0,3,1,1,0,0,3,3,13,22,8,7,3,7,21,7,35,6,6,0,0,0,2,3,0,0,0,0,0,1,2,0,1,0,1,0,0,0,3,0,1,1,0,1,0,3,0,0
"OTU_1136",7,0,1,3,1,1,0,0,0,2,0,1,1,0,0,0,0,1,1,3,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,4,5,6,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_430",0,1,0,0,0,1,2,2,0,3,1,0,0,0,0,3,2,3,3,2,6,0,1,4,2,0,1,1,0,1,0,1,2,3,1,5,1,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,2,0,2,2,2,4,1,1,1,0,0,0,0,0
"OTU_409",0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,3,0,1,0,0,0,0,1,0,0,3,11,12,0,2,0,1,0,3,8,1,1,11,2,3,7,11,19,2,5,4,3,2,5,4,3,0,2,1,1,0,3,14,1,0,0,6,3,0,2,18,7,2,2,7,0,2,1,0,0,1,0,1,3,1,0,2,2,0
"OTU_79",23,42,26,8,17,9,13,5,46,11,9,57,62,98,27,43,222,60,11,37,11,6,16,13,12,17,15,7,8,7,3,2,5,6,10,9,3,8,17,21,9,4,30,4,9,0,1,3,1,0,2,9,10,5,2,5,2,3,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,5,2,7,5,3,0,2,5,10,13,6,7,5,19
"OTU_1568",0,0,0,1,0,0,0,0,0,0,2,0,4,6,0,0,1,0,0,0,2,0,1,2,2,5,2,15,14,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_1731",0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,3,0,0,1,4,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,5,0,4,4,1,1,1,0,0,0,0,0,0,1,4,0,2,0,0,0,2,0
"OTU_793",8,1,2,2,4,2,10,5,1,7,1,2,0,0,0,1,0,1,1,1,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,3,0,2,1,1,3,0,0,4,1,1,1,3,2,0,3,2,1,0,1,0,1,0,0,1,0,4,3,1,1,0,0,0,2,0
