"ID","Nov2rep1","Nov3rep1","Nov6rep1","Nov9rep1","Nov10rep1","Nov11rep1","Nov12rep1","Nov13rep1","Nov16rep1","Nov17rep1","Nov18rep1","Nov19rep1","Nov20rep1","Nov24rep1","Nov25rep1","Nov26rep1","Nov27rep1","Dec1rep1","Dec2rep1","Dec3rep1","Dec7rep1","Dec8rep1","Dec9rep1","Dec10rep1","Dec11rep1","Dec14rep1","Dec15rep1","Dec16rep1","Dec17rep1","Dec18rep1","Dec21rep1","Dec23rep1","Jan4rep1","Jan5rep1","Jan6rep1","Jan7rep1","Jan11rep1","Jan12rep1","Jan13rep1","Jan14rep1","Jan15rep1","Jan18rep1","Jan19rep1","Jan20rep1","Jan21rep1","Jan25rep1","Jan26rep1","Jan27rep1","Jan28rep1","Jan29rep1","Feb1rep1","Feb2rep1","Feb3rep1","Feb4rep1","Feb5rep1","Feb8rep1","Feb9rep1","Feb11rep1","Feb12rep1","Feb15rep1","Feb16rep1","Feb18rep1","Feb19rep1","Feb22rep1","Feb23rep1","Feb25rep1","Feb26rep1","Feb29rep1","Mar2rep1","Mar3rep1","Mar4rep1","Mar7rep1","Mar8rep1","Mar9rep1","Mar10rep1","Mar11rep1","Mar14rep1","Mar15rep1","Mar21rep1","Mar22rep1","Mar23rep1","Mar24rep1","Mar28rep1","Apr18rep1"
"OTU_1032",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,1,1,1,0,0,1,1,0,1,0,2,3,0,2,2,1,2,0,1,1,2,0,0,0,0,0,0
"OTU_25748",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,1,1,0,0,1,1,0,1,3,2,1,2,1,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_32",16,2,37,36,34,15,31,13,15,37,18,7,9,7,21,10,22,14,26,20,10,18,37,52,40,24,12,1,1,23,35,36,15,14,4,6,14,9,7,5,5,4,3,5,8,3,5,6,6,5,5,9,8,3,13,8,11,7,10,9,8,7,5,5,2,4,7,9,0,4,1,7,6,4,6,8,5,9,5,0,10,4,13,0
"OTU_542",0,0,2,0,0,0,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"OTU_1922",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,3,1,2,1,1,1,2,0,0,0,1,1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_518",0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,2,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,3
"OTU_578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"OTU_384",0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,5,6,0,0,2,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_468",0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,2,2,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0
"OTU_378",0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,1,1,0,0,0,0,0,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"OTU_613",0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,1,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,1,2,1,2,0,1,2,0,4,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,1,0,0,2,0,0,0,0,2,0,0,0
"OTU_405",3,0,2,0,1,1,5,4,0,3,0,2,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_726",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,0,1,1,1,3,0,1,2,1,1,0,0,2,1,0,2,1,0,0,2,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_84",5,2,4,1,4,4,4,4,5,3,5,1,3,2,4,6,4,4,6,2,6,2,4,1,2,4,3,4,5,5,3,7,8,8,11,8,5,8,2,3,6,3,5,4,6,1,8,4,8,4,4,6,3,6,10,3,1,7,6,4,5,8,3,3,2,7,3,9,12,6,8,6,5,12,8,7,11,7,13,10,10,0,7,5
"OTU_277",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,2,1,0,2,0,1,7,1,1,1,4,0,3,0,3,3,1,3,2,1,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,18
"OTU_116",0,0,0,0,1,0,1,0,1,2,1,0,0,6,4,5,3,5,7,2,7,3,2,2,3,0,1,0,0,0,2,7,7,5,6,15,6,6,9,1,12,8,14,8,9,15,10,7,7,17,8,4,4,6,5,5,3,4,2,4,10,8,4,7,8,4,2,2,2,2,1,0,0,0,1,1,3,0,0,0,0,0,0,0
"OTU_24520",1,0,0,3,0,2,2,2,2,2,1,1,0,0,1,6,1,0,0,1,0,0,2,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,3,0,2,0,1,0,0,0,2,1,0,0
"OTU_482",1,4,4,0,4,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_239",33,49,6,3,0,0,1,3,0,1,1,3,1,2,1,4,0,1,1,0,0,1,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,2,0,1,0,1,1,0,1,4,1,0,1,1,0,0,1,1,0,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,1
"OTU_27870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0
"OTU_488",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,1,0,1,1,0,0,0,1,3,1,0,1,1,0,2,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"OTU_157",0,3,1,1,4,4,4,3,1,0,1,2,3,5,6,1,3,2,3,3,1,3,0,1,1,2,3,1,3,0,0,2,2,4,3,3,2,1,3,4,3,2,4,5,1,2,6,2,1,6,5,2,2,3,2,1,4,4,2,0,7,3,3,3,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"OTU_271",1,0,4,2,5,2,3,2,6,7,3,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,4,1,0,0,1,4,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,2,0,2,0
"OTU_2014",0,0,2,4,0,1,0,1,1,0,1,1,1,1,0,0,3,0,1,2,0,0,1,0,0,1,2,0,0,3,0,0,0,2,0,1,0,0,3,0,1,2,0,1,0,1,0,0,3,1,1,1,1,1,2,2,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,1,2,1,0,0,0
"OTU_561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_219",0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,4,6,9,8,3,2,1,1,2,1,0,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,1,0,1,1,1
"OTU_321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37
"OTU_10334",1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,2,1,0,1,0,1,3,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3,1,0,0,1,1,0,0,0,2,0,0,2,1,0,0,0,1,1,0,1,0,1,1,0,0,1,2,0,2,0,1,2
"OTU_22",6,7,4,19,13,9,15,10,8,11,22,74,46,28,17,18,13,18,18,7,6,9,4,4,4,87,75,108,174,55,13,19,6,9,15,10,8,14,11,17,18,8,18,13,15,25,11,17,13,19,9,19,10,25,15,14,10,16,7,8,28,7,14,21,18,18,10,8,12,7,4,11,3,7,1,6,3,0,1,0,2,6,4,0
"OTU_5692",3,0,0,3,0,3,1,2,2,0,0,1,1,0,5,1,2,1,0,0,1,1,1,2,1,2,0,0,0,1,0,2,4,2,0,0,0,0,1,4,2,2,0,3,2,1,1,3,2,0,0,0,2,1,1,2,0,0,0,2,0,1,0,0,2,0,0,2,2,0,1,3,1,2,0,2,0,2,0,1,1,0,0,0
"OTU_624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,4,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
"OTU_136",5,0,4,6,5,3,4,1,5,4,3,0,0,1,6,5,2,2,1,2,2,2,4,4,6,1,0,1,2,1,5,2,1,4,7,5,7,5,2,0,7,0,1,3,4,2,4,3,0,2,5,3,2,5,8,1,2,2,3,2,0,2,3,1,2,1,1,2,2,3,2,6,3,6,3,2,0,0,3,1,3,1,1,1
"OTU_5798",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,4,0,1,0,1,0,1,1,2,2,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_393",0,0,0,4,0,3,1,4,1,1,0,0,1,2,1,3,4,1,1,1,0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
"OTU_28975",0,0,1,2,0,3,1,6,3,3,0,1,0,1,0,2,6,1,1,4,1,1,0,4,5,0,1,0,0,0,5,2,4,0,0,1,1,5,1,2,2,2,0,2,1,0,0,1,4,1,2,1,2,0,0,1,2,0,1,0,0,2,0,1,1,2,0,0,0,2,1,1,0,0,1,4,1,2,0,1,0,0,0,0
"OTU_449",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,1,4,6,4,2,4,0,1,4,1,1,1,2,0
"OTU_19747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,2,1,2,1,0,1,1,1,3,2,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_46",21,23,22,9,8,3,13,6,8,13,8,6,4,9,5,5,4,6,4,7,13,6,4,4,2,7,19,15,13,10,5,11,3,5,3,5,5,0,5,4,6,2,3,2,3,2,2,3,6,10,4,5,4,2,9,8,9,12,13,7,6,3,4,11,12,11,11,20,12,24,17,22,16,19,24,25,24,34,18,38,23,45,3,14
"OTU_661",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2004",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,2,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0
"OTU_6214",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,0,2,0,2,0,0,0,1,1,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,3,1,0,0,0,1,0,0,0
"OTU_19196",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,2,0,0,0
